區域別,月份,選擇,性別,總計,分母,百分比,0至4歲,5至9歲,10至14歲,15至19歲,20至24歲,25至29歲,30至34歲,35至39歲,40至44歲,45至49歲,50至54歲,55至59歲,60至64歲,65至69歲,70至74歲,75至79歲,80至84歲,85至89歲,90至94歲,95至99歲,100歲以上
安平區,11,計,女,35311,67129,52.60%,1369,1528,1395,1851,2240,2267,2190,3066,3226,3356,3448,2953,2246,1673,966,720,468,247,84,14,4
安平區,11,計,男,31818,67129,47.40%,1427,1666,1504,1929,2439,2302,2096,2502,2737,2632,2750,2523,2018,1419,776,546,313,160,67,11,1
安平區,11,計,計,67129,67129,100.00%,2796,3194,2899,3780,4679,4569,4286,5568,5963,5988,6198,5476,4264,3092,1742,1266,781,407,151,25,5
安定區,11,計,女,14778,30425,48.57%,562,542,495,787,909,988,1083,1252,1212,1079,1124,1239,1023,809,440,447,392,276,94,23,2
安定區,11,計,男,15647,30425,51.43%,645,525,595,808,998,1138,1166,1397,1257,1096,1321,1354,1189,850,401,408,281,147,56,14,1
安定區,11,計,計,30425,30425,100.00%,1207,1067,1090,1595,1907,2126,2249,2649,2469,2175,2445,2593,2212,1659,841,855,673,423,150,37,3
安南區,11,計,女,96351,194134,49.63%,4364,4617,4166,4834,5970,6600,7411,9456,8775,6878,7119,7560,6738,4933,2440,1827,1461,828,298,64,12
安南區,11,計,男,97783,194134,50.37%,4750,4915,4446,5369,6368,7231,7699,9673,9325,7026,6983,7157,6546,4826,2371,1585,894,437,153,26,3
安南區,11,計,計,194134,194134,100.00%,9114,9532,8612,10203,12338,13831,15110,19129,18100,13904,14102,14717,13284,9759,4811,3412,2355,1265,451,90,15
西港區,11,計,女,12143,24554,49.45%,415,380,389,561,810,894,831,975,885,825,1022,1016,869,639,429,384,409,260,108,38,4
西港區,11,計,男,12411,24554,50.55%,447,401,401,596,839,933,912,1028,931,790,1047,1201,958,722,378,343,282,153,42,4,3
西港區,11,計,計,24554,24554,100.00%,862,781,790,1157,1649,1827,1743,2003,1816,1615,2069,2217,1827,1361,807,727,691,413,150,42,7
佳里區,11,計,女,29804,59055,50.47%,1016,1165,1126,1402,1699,1950,2112,2548,2532,2052,2296,2415,2295,1777,991,868,764,523,207,62,4
佳里區,11,計,男,29251,59055,49.53%,1129,1236,1215,1541,1891,2094,2184,2512,2445,1936,2100,2345,2195,1766,943,725,554,304,116,19,1
佳里區,11,計,計,59055,59055,100.00%,2145,2401,2341,2943,3590,4044,4296,5060,4977,3988,4396,4760,4490,3543,1934,1593,1318,827,323,81,5
官田區,11,計,女,10499,21363,49.15%,329,325,332,527,653,700,673,761,831,764,843,899,801,646,461,354,295,208,82,14,1
官田區,11,計,男,10864,21363,50.85%,376,307,342,521,710,846,784,834,806,809,903,1067,855,629,349,248,228,170,71,9,0
官田區,11,計,計,21363,21363,100.00%,705,632,674,1048,1363,1546,1457,1595,1637,1573,1746,1966,1656,1275,810,602,523,378,153,23,1
東山區,11,計,女,9626,20482,47.00%,260,243,272,501,563,573,496,653,592,650,696,822,708,673,519,519,433,305,119,29,0
東山區,11,計,男,10856,20482,53.00%,285,225,309,534,616,619,680,718,716,710,1017,1146,967,754,466,466,335,214,67,12,0
東山區,11,計,計,20482,20482,100.00%,545,468,581,1035,1179,1192,1176,1371,1308,1360,1713,1968,1675,1427,985,985,768,519,186,41,0
東區,11,計,女,97019,185960,52.17%,3237,4296,4992,4908,5875,5993,5721,7604,8257,8189,8213,7891,6963,5764,3405,2572,1710,937,388,95,9
東區,11,計,男,88941,185960,47.83%,3328,4669,5512,5402,6306,6211,5617,6703,6995,6547,6964,6602,5956,4989,2862,1919,1159,745,374,68,13
東區,11,計,計,185960,185960,100.00%,6565,8965,10504,10310,12181,12204,11338,14307,15252,14736,15177,14493,12919,10753,6267,4491,2869,1682,762,163,22
南化區,11,計,女,3968,8598,46.15%,159,89,116,151,222,270,238,274,275,227,288,333,341,297,184,178,160,110,52,3,1
南化區,11,計,男,4630,8598,53.85%,127,126,120,187,277,298,267,286,337,314,398,481,394,350,233,175,127,97,32,4,0
南化區,11,計,計,8598,8598,100.00%,286,215,236,338,499,568,505,560,612,541,686,814,735,647,417,353,287,207,84,7,1
南區,11,計,女,63224,124794,50.66%,2080,1980,1965,2773,3532,4119,4631,5377,4959,4503,4891,5405,5266,4455,2670,2098,1417,712,310,73,8
南區,11,計,男,61570,124794,49.34%,2252,2071,2040,2836,3710,4508,4779,5746,5213,4457,4625,4869,4823,3987,2170,1645,1020,528,225,61,5
南區,11,計,計,124794,124794,100.00%,4332,4051,4005,5609,7242,8627,9410,11123,10172,8960,9516,10274,10089,8442,4840,3743,2437,1240,535,134,13
後壁區,11,計,女,11075,23047,48.05%,274,267,290,573,649,645,621,728,688,683,814,922,839,749,546,606,557,429,154,33,8
後壁區,11,計,男,11972,23047,51.95%,314,284,341,595,654,731,707,770,809,727,996,1177,1076,902,587,501,422,287,85,7,0
後壁區,11,計,計,23047,23047,100.00%,588,551,631,1168,1303,1376,1328,1498,1497,1410,1810,2099,1915,1651,1133,1107,979,716,239,40,8
柳營區,11,計,女,10105,21095,47.90%,325,266,232,513,640,739,655,704,687,669,752,828,750,686,470,448,369,259,90,21,2
柳營區,11,計,男,10990,21095,52.10%,357,267,287,505,717,813,768,836,758,713,898,1049,957,732,428,393,290,162,54,5,1
柳營區,11,計,計,21095,21095,100.00%,682,533,519,1018,1357,1552,1423,1540,1445,1382,1650,1877,1707,1418,898,841,659,421,144,26,3
將軍區,11,計,女,9521,19385,49.12%,217,220,198,384,486,563,560,710,801,692,802,843,757,632,385,430,383,287,132,30,9
將軍區,11,計,男,9864,19385,50.88%,272,243,222,419,509,610,588,710,809,761,929,991,884,658,384,345,285,170,56,17,2
將軍區,11,計,計,19385,19385,100.00%,489,463,420,803,995,1173,1148,1420,1610,1453,1731,1834,1641,1290,769,775,668,457,188,47,11
麻豆區,11,計,女,21625,43976,49.17%,710,786,830,1069,1236,1292,1384,1644,1715,1400,1567,1816,1654,1373,811,783,753,527,214,54,7
麻豆區,11,計,男,22351,43976,50.83%,761,886,883,1188,1409,1439,1513,1807,1686,1471,1604,1950,1837,1422,801,634,580,349,105,23,3
麻豆區,11,計,計,43976,43976,100.00%,1471,1672,1713,2257,2645,2731,2897,3451,3401,2871,3171,3766,3491,2795,1612,1417,1333,876,319,77,10
善化區,11,計,女,24857,49988,49.73%,1296,1319,1158,1175,1362,1585,1804,2439,2178,1710,1686,1657,1511,1257,797,696,589,429,170,31,8
善化區,11,計,男,25131,49988,50.27%,1348,1437,1182,1237,1437,1589,1928,2407,2302,1692,1675,1819,1616,1262,738,603,467,263,109,20,0
善化區,11,計,計,49988,49988,100.00%,2644,2756,2340,2412,2799,3174,3732,4846,4480,3402,3361,3476,3127,2519,1535,1299,1056,692,279,51,8
新化區,11,計,女,21255,43261,49.13%,710,755,764,1020,1389,1432,1378,1688,1642,1516,1663,1848,1608,1348,790,706,495,357,119,21,6
新化區,11,計,男,22006,43261,50.87%,806,882,828,1193,1506,1576,1567,1758,1728,1516,1664,1827,1659,1370,730,601,431,250,99,14,1
新化區,11,計,計,43261,43261,100.00%,1516,1637,1592,2213,2895,3008,2945,3446,3370,3032,3327,3675,3267,2718,1520,1307,926,607,218,35,7
新市區,11,計,女,18638,37244,50.04%,876,939,822,922,1144,1319,1398,1807,1598,1263,1391,1389,1262,919,511,429,332,223,76,17,1
新市區,11,計,男,18606,37244,49.96%,883,976,853,948,1189,1361,1497,1803,1677,1221,1286,1356,1253,933,536,379,255,151,40,9,0
新市區,11,計,計,37244,37244,100.00%,1759,1915,1675,1870,2333,2680,2895,3610,3275,2484,2677,2745,2515,1852,1047,808,587,374,116,26,1
新營區,11,計,女,38937,77005,50.56%,1228,1592,1793,2112,2417,2542,2467,2977,2973,2727,2993,3171,2942,2385,1464,1220,969,671,243,48,3
新營區,11,計,男,38068,77005,49.44%,1463,1740,1908,2264,2588,2749,2721,2933,2798,2479,2789,2996,2746,2249,1332,1008,733,404,136,28,4
新營區,11,計,計,77005,77005,100.00%,2691,3332,3701,4376,5005,5291,5188,5910,5771,5206,5782,6167,5688,4634,2796,2228,1702,1075,379,76,7
楠西區,11,計,女,4406,9331,47.22%,100,107,121,201,255,241,256,286,292,274,346,380,373,322,232,236,212,125,37,8,2
楠西區,11,計,男,4925,9331,52.78%,107,139,142,226,248,277,325,306,308,369,439,547,460,353,233,175,151,81,34,5,0
楠西區,11,計,計,9331,9331,100.00%,207,246,263,427,503,518,581,592,600,643,785,927,833,675,465,411,363,206,71,13,2
臺南市,11,計,女,943616,1881156,50.16%,34692,37433,37417,45552,55596,60894,63077,79874,78757,70475,74254,77093,69215,55781,33320,28047,21913,13614,5273,1203,136
臺南市,11,計,男,937540,1881156,49.84%,37318,40295,40539,49424,60600,65494,66478,79590,78600,67623,72265,75674,68335,53732,29698,22413,15768,9273,3684,665,72
臺南市,11,計,計,1881156,1881156,100.00%,72010,77728,77956,94976,116196,126388,129555,159464,157357,138098,146519,152767,137550,109513,63018,50460,37681,22887,8957,1868,208
學甲區,11,計,女,12459,25499,48.86%,384,374,386,553,696,796,849,1041,926,848,957,1092,982,810,487,506,431,257,66,17,1
學甲區,11,計,男,13040,25499,51.14%,371,412,416,574,812,880,973,1097,957,951,1044,1314,1158,854,427,368,254,137,36,5,0
學甲區,11,計,計,25499,25499,100.00%,755,786,802,1127,1508,1676,1822,2138,1883,1799,2001,2406,2140,1664,914,874,685,394,102,22,1
龍崎區,11,計,女,1814,3918,46.30%,38,37,35,53,80,86,90,139,100,120,167,170,157,130,89,99,99,89,31,4,1
龍崎區,11,計,男,2104,3918,53.70%,26,41,27,70,85,103,117,130,129,129,230,270,241,179,99,73,91,44,18,2,0
龍崎區,11,計,計,3918,3918,100.00%,64,78,62,123,165,189,207,269,229,249,397,440,398,309,188,172,190,133,49,6,1
歸仁區,11,計,女,33637,68118,49.38%,1396,1376,1396,1622,2129,2338,2408,3030,2784,2389,2655,2819,2558,1887,985,737,581,362,149,33,3
歸仁區,11,計,男,34481,68118,50.62%,1465,1534,1557,1913,2393,2592,2629,3102,2988,2379,2417,2689,2449,1918,1006,620,446,262,105,13,4
歸仁區,11,計,計,68118,68118,100.00%,2861,2910,2953,3535,4522,4930,5037,6132,5772,4768,5072,5508,5007,3805,1991,1357,1027,624,254,46,7
關廟區,11,計,女,16624,34226,48.57%,581,497,522,816,1028,1089,1115,1278,1233,1160,1238,1385,1360,1133,653,577,498,320,110,29,2
關廟區,11,計,男,17602,34226,51.43%,576,576,549,875,1074,1186,1224,1470,1426,1289,1357,1491,1466,1101,652,583,396,224,78,9,0
關廟區,11,計,計,34226,34226,100.00%,1157,1073,1071,1691,2102,2275,2339,2748,2659,2449,2595,2876,2826,2234,1305,1160,894,544,188,38,2
鹽水區,11,計,女,12098,25234,47.94%,366,390,404,603,731,807,756,852,859,769,923,986,922,718,527,519,468,345,121,27,5
鹽水區,11,計,男,13136,25234,52.06%,405,410,420,668,814,914,864,1008,1006,850,1075,1226,1077,865,494,426,326,205,72,11,0
鹽水區,11,計,計,25234,25234,100.00%,771,800,824,1271,1545,1721,1620,1860,1865,1619,1998,2212,1999,1583,1021,945,794,550,193,38,5
七股區,12,計,女,10735,22299,48.14%,252,253,489,476,594,615,589,801,831,783,873,914,774,576,448,456,497,319,148,42,5
七股區,12,計,男,11564,22299,51.86%,270,245,522,531,669,750,666,753,835,889,1136,1257,957,681,416,378,319,190,79,15,6
七股區,12,計,計,22299,22299,100.00%,522,498,1011,1007,1263,1365,1255,1554,1666,1672,2009,2171,1731,1257,864,834,816,509,227,57,11
下營區,12,計,女,11466,23686,48.41%,355,376,349,530,632,722,719,826,766,722,871,1006,879,753,484,541,453,330,129,20,3
下營區,12,計,男,12220,23686,51.59%,390,364,423,544,783,774,788,909,930,786,945,1152,1032,816,475,445,359,216,83,6,0
下營區,12,計,計,23686,23686,100.00%,745,740,772,1074,1415,1496,1507,1735,1696,1508,1816,2158,1911,1569,959,986,812,546,212,26,3
大內區,12,計,女,4331,9391,46.12%,106,89,125,173,283,239,186,273,297,315,315,339,350,364,246,247,162,140,66,13,3
大內區,12,計,男,5060,9391,53.88%,106,105,130,242,272,288,240,309,404,369,446,513,439,408,238,219,178,109,41,3,1
大內區,12,計,計,9391,9391,100.00%,212,194,255,415,555,527,426,582,701,684,761,852,789,772,484,466,340,249,107,16,4
山上區,12,計,女,3425,7199,47.58%,123,82,81,157,208,261,192,228,244,248,284,279,229,210,157,144,145,98,47,7,1
山上區,12,計,男,3774,7199,52.42%,115,77,80,187,255,266,246,278,258,232,351,376,314,241,138,135,126,77,17,5,0
山上區,12,計,計,7199,7199,100.00%,238,159,161,344,463,527,438,506,502,480,635,655,543,451,295,279,271,175,64,12,1
中西區,12,計,女,40603,78493,51.73%,1290,1787,2222,1646,1858,2214,2311,3178,3742,3212,3004,3081,2982,2664,1689,1462,1163,710,310,74,4
中西區,12,計,男,37890,78493,48.27%,1314,1994,2460,1861,2131,2228,2255,2803,3024,2834,2815,2740,2817,2522,1514,1110,809,459,168,30,2
中西區,12,計,計,78493,78493,100.00%,2604,3781,4682,3507,3989,4442,4566,5981,6766,6046,5819,5821,5799,5186,3203,2572,1972,1169,478,104,6
仁德區,12,計,女,37702,76094,49.55%,1534,1439,1323,1713,2158,2509,2628,3437,3331,2885,2856,3156,2828,2351,1351,943,680,389,152,36,3
仁德區,12,計,男,38392,76094,50.45%,1721,1492,1494,1923,2463,2703,2824,3673,3585,2919,2822,2830,2689,2289,1220,790,536,281,114,24,0
仁德區,12,計,計,76094,76094,100.00%,3255,2931,2817,3636,4621,5212,5452,7110,6916,5804,5678,5986,5517,4640,2571,1733,1216,670,266,60,3
六甲區,12,計,女,10569,21886,48.29%,345,386,368,558,668,724,642,790,736,673,806,878,805,691,444,404,355,205,78,11,2
六甲區,12,計,男,11317,21886,51.71%,322,424,454,563,731,797,737,826,836,759,945,1026,920,708,438,369,269,136,49,6,2
六甲區,12,計,計,21886,21886,100.00%,667,810,822,1121,1399,1521,1379,1616,1572,1432,1751,1904,1725,1399,882,773,624,341,127,17,4
北門區,12,計,女,5379,10830,49.67%,130,133,126,217,272,302,314,440,451,423,469,495,401,389,228,249,218,81,33,8,0
北門區,12,計,男,5451,10830,50.33%,145,131,149,236,249,333,344,431,415,472,591,601,464,346,177,159,118,68,17,5,0
北門區,12,計,計,10830,10830,100.00%,275,264,275,453,521,635,658,871,866,895,1060,1096,865,735,405,408,336,149,50,13,0
北區,12,計,女,67721,131480,51.51%,2512,2812,2691,3235,3645,4029,4316,5801,6093,5554,5365,5253,4863,4248,2593,2061,1442,781,334,84,9
北區,12,計,男,63759,131480,48.49%,2744,2952,2809,3365,3911,4201,4406,5385,5764,5119,4969,4750,4323,3639,2061,1502,928,562,281,81,7
北區,12,計,計,131480,131480,100.00%,5256,5764,5500,6600,7556,8230,8722,11186,11857,10673,10334,10003,9186,7887,4654,3563,2370,1343,615,165,16
左鎮區,12,計,女,2038,4676,43.58%,36,38,52,70,102,101,90,107,109,142,171,192,188,155,106,136,104,100,35,4,0
左鎮區,12,計,男,2638,4676,56.42%,40,54,62,76,101,124,122,146,161,171,266,354,280,219,126,122,119,63,29,3,0
左鎮區,12,計,計,4676,4676,100.00%,76,92,114,146,203,225,212,253,270,313,437,546,468,374,232,258,223,163,64,7,0
永康區,12,計,女,119935,235699,50.88%,5128,5429,4747,5841,7292,8195,8742,11306,10892,9544,9929,10034,8367,6127,3378,2438,1481,744,257,60,4
永康區,12,計,男,115764,235699,49.12%,5622,5949,5199,6376,8137,8687,8923,11008,10901,8725,8665,8497,7377,5442,2615,1575,945,644,407,64,6
永康區,12,計,計,235699,235699,100.00%,10750,11378,9946,12217,15429,16882,17665,22314,21793,18269,18594,18531,15744,11569,5993,4013,2426,1388,664,124,10
玉井區,12,計,女,6654,13769,48.33%,185,178,216,311,390,374,367,457,427,384,520,596,582,450,324,335,274,203,68,13,0
玉井區,12,計,男,7115,13769,51.67%,177,198,240,332,419,446,437,474,474,454,639,715,636,511,297,261,227,130,42,6,0
玉井區,12,計,計,13769,13769,100.00%,362,376,456,643,809,820,804,931,901,838,1159,1311,1218,961,621,596,501,333,110,19,0
白河區,12,計,女,13230,27688,47.78%,340,366,419,638,731,784,721,852,914,782,931,1060,1025,921,706,678,692,453,180,36,1
白河區,12,計,男,14458,27688,52.22%,385,369,423,701,859,853,848,953,970,952,1193,1415,1257,1029,639,561,520,364,139,22,6
白河區,12,計,計,27688,27688,100.00%,725,735,842,1339,1590,1637,1569,1805,1884,1734,2124,2475,2282,1950,1345,1239,1212,817,319,58,7
安平區,12,計,女,35297,67119,52.59%,1369,1522,1390,1849,2237,2265,2170,3043,3229,3336,3478,2961,2238,1695,978,710,474,249,87,13,4
安平區,12,計,男,31822,67119,47.41%,1415,1660,1501,1926,2427,2315,2099,2473,2761,2601,2778,2534,2017,1440,776,545,312,159,70,12,1
安平區,12,計,計,67119,67119,100.00%,2784,3182,2891,3775,4664,4580,4269,5516,5990,5937,6256,5495,4255,3135,1754,1255,786,408,157,25,5
安定區,12,計,女,14774,30413,48.58%,568,535,495,787,909,980,1065,1264,1208,1081,1123,1244,1023,820,437,450,392,272,96,23,2
安定區,12,計,男,15639,30413,51.42%,640,529,589,804,995,1136,1163,1399,1258,1096,1315,1353,1193,863,397,412,278,150,54,14,1
安定區,12,計,計,30413,30413,100.00%,1208,1064,1084,1591,1904,2116,2228,2663,2466,2177,2438,2597,2216,1683,834,862,670,422,150,37,3
安南區,12,計,女,96400,194228,49.63%,4362,4636,4175,4818,5946,6611,7332,9466,8811,6876,7109,7568,6729,5016,2456,1806,1472,838,297,65,11
安南區,12,計,男,97828,194228,50.37%,4742,4945,4424,5357,6350,7211,7693,9658,9350,7053,6977,7170,6542,4857,2387,1590,888,450,152,29,3
安南區,12,計,計,194228,194228,100.00%,9104,9581,8599,10175,12296,13822,15025,19124,18161,13929,14086,14738,13271,9873,4843,3396,2360,1288,449,94,14
西港區,12,計,女,12150,24554,49.48%,412,385,395,556,804,894,831,975,888,822,1021,1020,862,648,433,386,404,259,113,38,4
西港區,12,計,男,12404,24554,50.52%,450,401,399,583,835,920,929,1017,938,790,1045,1202,964,722,385,341,282,151,43,4,3
西港區,12,計,計,24554,24554,100.00%,862,786,794,1139,1639,1814,1760,1992,1826,1612,2066,2222,1826,1370,818,727,686,410,156,42,7
佳里區,12,計,女,29825,59089,50.47%,1023,1161,1137,1386,1698,1954,2090,2554,2548,2054,2286,2421,2292,1795,1001,857,767,524,210,61,6
佳里區,12,計,男,29264,59089,49.53%,1126,1238,1223,1534,1890,2099,2171,2492,2470,1941,2096,2349,2189,1782,946,725,546,311,118,17,1
佳里區,12,計,計,59089,59089,100.00%,2149,2399,2360,2920,3588,4053,4261,5046,5018,3995,4382,4770,4481,3577,1947,1582,1313,835,328,78,7
官田區,12,計,女,10505,21371,49.16%,331,326,326,524,647,708,668,770,830,756,846,908,795,653,463,358,289,209,82,15,1
官田區,12,計,男,10866,21371,50.84%,377,305,338,517,711,847,778,841,810,808,900,1071,856,634,345,258,218,170,72,10,0
官田區,12,計,計,21371,21371,100.00%,708,631,664,1041,1358,1555,1446,1611,1640,1564,1746,1979,1651,1287,808,616,507,379,154,25,1
東山區,12,計,女,9612,20449,47.00%,258,244,265,498,554,574,498,652,592,643,700,820,705,675,528,513,438,306,119,30,0
東山區,12,計,男,10837,20449,53.00%,287,226,298,532,614,622,666,723,720,704,1011,1151,961,759,471,461,335,213,71,12,0
東山區,12,計,計,20449,20449,100.00%,545,470,563,1030,1168,1196,1164,1375,1312,1347,1711,1971,1666,1434,999,974,773,519,190,42,0
東區,12,計,女,97048,186009,52.17%,3198,4302,5023,4869,5866,6023,5682,7561,8293,8148,8254,7901,6960,5815,3429,2569,1714,938,399,96,8
東區,12,計,男,88961,186009,47.83%,3307,4673,5527,5369,6333,6202,5597,6686,7030,6544,6933,6665,5920,4985,2915,1920,1165,738,369,71,12
東區,12,計,計,186009,186009,100.00%,6505,8975,10550,10238,12199,12225,11279,14247,15323,14692,15187,14566,12880,10800,6344,4489,2879,1676,768,167,20
南化區,12,計,女,3961,8583,46.15%,161,90,115,145,224,269,233,277,273,229,283,335,341,295,186,177,157,114,52,4,1
南化區,12,計,男,4622,8583,53.85%,122,130,120,183,282,293,268,283,333,317,399,480,393,351,233,176,126,97,32,4,0
南化區,12,計,計,8583,8583,100.00%,283,220,235,328,506,562,501,560,606,546,682,815,734,646,419,353,283,211,84,8,1
南區,12,計,女,63184,124696,50.67%,2069,1993,1946,2757,3506,4110,4612,5382,4970,4496,4873,5420,5254,4486,2675,2113,1410,722,312,69,9
南區,12,計,男,61512,124696,49.33%,2232,2064,2018,2837,3695,4485,4750,5759,5226,4439,4643,4837,4858,3990,2185,1647,1017,537,229,59,5
南區,12,計,計,124696,124696,100.00%,4301,4057,3964,5594,7201,8595,9362,11141,10196,8935,9516,10257,10112,8476,4860,3760,2427,1259,541,128,14
後壁區,12,計,女,11061,23001,48.09%,273,266,286,567,643,647,612,739,689,680,808,926,834,758,545,607,552,434,153,34,8
後壁區,12,計,男,11940,23001,51.91%,318,280,330,595,654,721,706,774,812,717,993,1175,1077,906,586,495,419,290,86,6,0
後壁區,12,計,計,23001,23001,100.00%,591,546,616,1162,1297,1368,1318,1513,1501,1397,1801,2101,1911,1664,1131,1102,971,724,239,40,8
柳營區,12,計,女,10100,21068,47.94%,329,260,236,508,625,751,653,708,684,658,760,832,745,689,473,444,373,257,92,21,2
柳營區,12,計,男,10968,21068,52.06%,355,266,282,505,704,819,766,827,765,705,898,1041,962,742,431,389,285,167,53,5,1
柳營區,12,計,計,21068,21068,100.00%,684,526,518,1013,1329,1570,1419,1535,1449,1363,1658,1873,1707,1431,904,833,658,424,145,26,3
將軍區,12,計,女,9511,19353,49.14%,218,222,197,381,481,560,559,694,803,697,804,838,755,638,394,421,384,289,136,31,9
將軍區,12,計,男,9842,19353,50.86%,266,246,219,418,508,604,584,715,807,761,924,996,877,660,387,340,287,166,58,17,2
將軍區,12,計,計,19353,19353,100.00%,484,468,416,799,989,1164,1143,1409,1610,1458,1728,1834,1632,1298,781,761,671,455,194,48,11
麻豆區,12,計,女,21634,43993,49.18%,712,794,822,1058,1241,1295,1376,1646,1722,1399,1554,1815,1656,1383,815,786,757,528,216,53,6
麻豆區,12,計,男,22359,43993,50.82%,760,890,888,1180,1409,1437,1514,1808,1688,1473,1596,1950,1839,1425,808,639,576,345,109,22,3
麻豆區,12,計,計,43993,43993,100.00%,1472,1684,1710,2238,2650,2732,2890,3454,3410,2872,3150,3765,3495,2808,1623,1425,1333,873,325,75,9
善化區,12,計,女,24875,50018,49.73%,1271,1335,1155,1172,1363,1584,1800,2431,2200,1720,1696,1646,1511,1261,806,696,591,427,172,31,7
善化區,12,計,男,25143,50018,50.27%,1347,1449,1174,1225,1444,1590,1912,2418,2305,1698,1676,1813,1626,1267,740,603,465,260,112,19,0
善化區,12,計,計,50018,50018,100.00%,2618,2784,2329,2397,2807,3174,3712,4849,4505,3418,3372,3459,3137,2528,1546,1299,1056,687,284,50,7
新化區,12,計,女,21254,43254,49.14%,712,753,760,1017,1377,1435,1384,1686,1645,1501,1677,1837,1611,1360,786,715,492,356,123,21,6
新化區,12,計,男,22000,43254,50.86%,802,896,822,1177,1517,1570,1567,1762,1733,1503,1662,1820,1663,1374,735,600,432,254,96,15,0
新化區,12,計,計,43254,43254,100.00%,1514,1649,1582,2194,2894,3005,2951,3448,3378,3004,3339,3657,3274,2734,1521,1315,924,610,219,36,6
新市區,12,計,女,18648,37269,50.04%,873,937,821,924,1141,1314,1393,1811,1605,1264,1397,1387,1260,924,519,430,331,223,75,18,1
新市區,12,計,男,18621,37269,49.96%,884,977,857,939,1181,1370,1493,1801,1690,1214,1281,1372,1247,938,545,375,257,150,41,9,0
新市區,12,計,計,37269,37269,100.00%,1757,1914,1678,1863,2322,2684,2886,3612,3295,2478,2678,2759,2507,1862,1064,805,588,373,116,27,1
新營區,12,計,女,38905,76969,50.55%,1219,1586,1800,2091,2414,2537,2459,2981,2959,2730,2996,3149,2961,2399,1475,1216,971,662,248,49,3
新營區,12,計,男,38064,76969,49.45%,1451,1752,1905,2254,2590,2740,2719,2908,2818,2481,2783,2991,2745,2276,1320,1020,738,400,141,28,4
新營區,12,計,計,76969,76969,100.00%,2670,3338,3705,4345,5004,5277,5178,5889,5777,5211,5779,6140,5706,4675,2795,2236,1709,1062,389,77,7
楠西區,12,計,女,4400,9319,47.22%,99,107,120,203,252,239,254,287,295,271,346,379,376,320,229,240,213,124,36,8,2
楠西區,12,計,男,4919,9319,52.78%,106,136,142,221,252,271,325,314,302,370,438,542,462,356,235,174,152,82,34,5,0
楠西區,12,計,計,9319,9319,100.00%,205,243,262,424,504,510,579,601,597,641,784,921,838,676,464,414,365,206,70,13,2
臺南市,12,計,女,943564,1880906,50.17%,34548,37515,37406,45298,55420,60929,62698,79758,78968,70329,74310,77151,69167,56240,33554,28021,21922,13655,5343,1195,137
臺南市,12,計,男,937342,1880906,49.83%,37192,40393,40442,49194,60508,65395,66337,79380,78902,67484,72241,75736,68258,54136,29886,22404,15747,9262,3708,666,71
臺南市,12,計,計,1880906,1880906,100.00%,71740,77908,77848,94492,115928,126324,129035,159138,157870,137813,146551,152887,137425,110376,63440,50425,37669,22917,9051,1861,208
學甲區,12,計,女,12459,25501,48.86%,381,375,383,554,696,792,848,1036,931,855,947,1095,979,814,491,504,430,260,70,17,1
學甲區,12,計,男,13042,25501,51.14%,387,410,415,571,808,875,980,1083,968,951,1032,1320,1150,859,433,361,263,134,37,5,0
學甲區,12,計,計,25501,25501,100.00%,768,785,798,1125,1504,1667,1828,2119,1899,1806,1979,2415,2129,1673,924,865,693,394,107,22,1
龍崎區,12,計,女,1806,3900,46.31%,38,36,34,52,77,88,90,129,103,119,169,170,157,130,89,100,97,91,32,4,1
龍崎區,12,計,男,2094,3900,53.69%,25,39,27,68,83,107,115,130,127,132,225,267,238,181,102,75,88,45,18,2,0
龍崎區,12,計,計,3900,3900,100.00%,63,75,61,120,160,195,205,259,230,251,394,437,395,311,191,175,185,136,50,6,1
歸仁區,12,計,女,33649,68135,49.39%,1391,1387,1401,1607,2120,2333,2405,3038,2766,2400,2650,2813,2576,1903,997,737,580,362,149,31,3
歸仁區,12,計,男,34486,68135,50.61%,1457,1542,1557,1914,2375,2593,2626,3098,3001,2376,2415,2697,2446,1924,1018,624,447,262,99,10,5
歸仁區,12,計,計,68135,68135,100.00%,2848,2929,2958,3521,4495,4926,5031,6136,5767,4776,5065,5510,5022,3827,2015,1361,1027,624,248,41,8
關廟區,12,計,女,16619,34202,48.59%,577,501,514,812,1034,1085,1119,1278,1235,1158,1219,1398,1358,1142,656,575,502,316,110,28,2
關廟區,12,計,男,17583,34202,51.41%,579,576,536,871,1067,1194,1221,1463,1423,1275,1371,1485,1457,1125,654,581,395,225,76,9,0
關廟區,12,計,計,34202,34202,100.00%,1156,1077,1050,1683,2101,2279,2340,2741,2658,2433,2590,2883,2815,2267,1310,1156,897,541,186,37,2
鹽水區,12,計,女,12099,25223,47.97%,368,394,402,598,732,812,748,854,856,769,920,985,916,722,539,517,466,342,127,27,5
鹽水區,12,計,男,13124,25223,52.03%,406,409,406,677,804,924,859,1000,1010,854,1067,1229,1071,869,498,427,323,207,72,12,0
鹽水區,12,計,計,25223,25223,100.00%,774,803,808,1275,1536,1736,1607,1854,1866,1623,1987,2214,1987,1591,1037,944,789,549,199,39,5
